,text,polarity,Sentiment
10860,pfizergate fda report pfizerbiontech vaccine 3410 total case susp,0.0,Neutral
10861,pfizergate fda report pfizerbiontech vaccine 3410 total case suspected,0.0,Neutral
10862,study compare decline effectiveness moderna pfizer janssen vaccine mortality consequence,0.0,Neutral
10863,vaccine child 13rd adult dose 5to11yearsold covid19vaccine nationalpublicradio,0.1,Positive
10864,manila bulletin 2000 minor receive covid19 jab muntinlupa covid19,-0.05,Negative
10866,offered vaccinehesitant staff opportunity take leave without pay alternative,0.0,Neutral
10868,case need analyzed helsinkideclaration research science ethic,0.0,Neutral
10869,lying kid stating risk vaccine outweigh risk covid effect child mentality p,0.0,Neutral
10870,remit canada ally overseas vaccinated pfizerbiontech jet pilot medical doctor started mer,0.0,Neutral
10871,22 packaging change fda also approved different buffer tris improve shelf life allow,0.0,Neutral
10872,12 covid19 pfizerbiontech vaccine child aged 511 fda recently authorized emergency u,-0.05,Negative
10873,finally got vaccine certificate pfizerbiontech,0.0,Neutral
10874,pfizergate fda report pfizerbiontech vaccine 3410 total ca,0.0,Neutral
10875,covid booster covidvaccine pfizerbiontech,0.0,Neutral
10876,number covid19 case today 04 november 2021 remember observe safety protective measure,0.0,Neutral
10877,fda expert recommend covid19 vaccine 511 yearolds fda covid19vaccine pfizerbiontech,0.0,Neutral
10878,saudi food drug authority approved use pfizerbiontech vaccine child aged 511 year old af,0.0,Neutral
10879,child aged five 11 u allowed take pfizerbiontech vaccine covid19 pandemic deltavariant,-0.1,Negative
10880,number covid19 case 03 november 2021 remember observe safety protective measure,0.0,Neutral
10881,italy medicine agency aifa recommended booster pfizerbiontech moderna vaccine innoculated,0.0,Neutral
10883,teenage son recovered quickly dr gustin 42 say still feel heart beating hard especially w,0.010416666666666657,Positive
10884,approval pfizerbiontech covid19 vaccine child aged 511 yearsold saudiarabia based,-0.1,Negative
10885,number covid19 case today 03 november 2021 remember observe safety protective measure,0.0,Neutral
10886,u health official gave final signoff pfizers kidsize covid19 shot milestone open major exp,0.020833333333333332,Positive
10887,2nd dose done rawr pfizerbiontech fullyvaccinated,0.0,Neutral
10889,nstworld united state start giving child aged 511 pfizerbiontech covid19 vaccine,-0.1,Negative
10890,acip voted unanimously recommend pfizerbiontech covid19 vaccine child 511 year ol,0.0,Neutral
10891,side effect pfizers covid19 booster shot explained read pfizervaccine,0.0,Neutral
10892,vaccinated create problem germany fails basic level,-0.25,Negative
10893,number covid19 case today 01 november 2021 remember observe safety protective measure,0.0,Neutral
10894,booster done hougangcc pfizerbiontech cleared,0.0,Neutral
10895,manila bulletin no adverse effect covid19 vaccine minor recorded muntinlupa,-0.05,Negative
10896,not sued long euacurrently there no fda approved vacci,-0.05,Negative
10897,deliver soul sword precious life power dog psalm 2220 vaccine pfizerbiontech,0.5,Positive
10898,mrna messengerrna covid19 vaccine pfizerbiontech moderna suspected,0.0,Neutral
10899,number covid19 case today 11 november 2021 remember observe safety protective measure,0.0,Neutral
10900,got boostershot pfizerbiontech,0.0,Neutral
10901,guyana child aged five 11 get pfizerbiontech vaccine monthend health worker trained awai,-0.1,Negative
10902,1st dose done good job mga ate pfizerbiontech,0.7,Positive
10903,rare pfizerbiontech,0.3,Positive
10904,state also file lawsuit pfizer deception study data presented fda au,0.0,Neutral
10905,im boosted got 3 today pfizer pfizerbiontech ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs vaccinationdone,0.0,Neutral
10906,number covid19 case today 10 november 2021 remember observe safety protective measure,0.0,Neutral
10907,worldwidevaccineswoes germany under30 france german authority recommend limiting pfizerbiontech,0.0,Neutral
10908,vaccine trial done year go also shot pfizerbiontech thing,0.0,Neutral
10909,unvaccinated people 20 time likely die covid complication received pfize,0.0,Neutral
10910,fully vaccinated amp pfizerbiontech,0.0,Neutral
10911,tone deaf previous generation made sacrifice protect freedom taking away,-0.16666666666666666,Negative
10912,canada approves pfizerbiontech booster adult,0.1,Positive
10913,nstworld drugmakers pfizerbiontech announced formally submitted request asking u official emer,0.0,Neutral
10914,pfizerceo calling antivaxxers criminal meanwhile pfizerbiontech company charge r,-0.4,Negative
10915,updated pfizerbiontech officially submitted request fda eua administer boostershots adul,0.0,Neutral
10916,pfizergate pfizerbiontech secret contract,-0.4,Negative
10917,number covid19 case today 09 november 2021 remember observe safety protective measure,0.0,Neutral
10918,falsified pfizerbiontech covidvaccine identified patientsafety falsified,0.0,Neutral
10919,manila bulletin 5600 minor vaccinated muntinlupa covid19 vaccination,-0.05,Negative
10920,new video pfizerbiontech vaccine authorized child 511 year old covid19 vaccine pfizerbiontech,0.11818181818181818,Positive
10921,number covid19 case today 08 november 2021 remember observe safety protective measure,0.0,Neutral
10922,best day ever biggest sigh relief hope pray everyone everywhere get covid19 vacc,1.0,Positive
10923,wasnt pfizerbiontech also 2 part jibby jab given 10,0.0,Neutral
10924,fully vaccinated pfizerbiontech pfizerpapi,0.0,Neutral
10925,say no mandated vaccine tf pfizerexposed pfizerbiontech pfizervaccine,0.0,Neutral
10926,number covid19 case today 07 november 2021 remember observe safety protective measure,0.0,Neutral
10927,beyond thrilled sweetness gotten first dose pfizerbiontech shes brave girl,0.5499999999999999,Positive
10928,number covid19 case today 06 november 2021 remember observe safety protective measure,0.0,Neutral
10929,got third dose comirnaty pfizerbiontech vaccinated ockovani,0.0,Neutral
10930,number covid19 case today 12 november 2021 remember observe safety protective measure,0.0,Neutral
10931,found vaccident box grand prize free lunch date get taken not lunch something,0.45,Positive
10932,111021 fullyvacinnated pfizerbiontech sm taytay,0.0,Neutral
10933,treated kiddos sumptuous dinner courageous behavior daughter angela cousin g,0.0,Neutral
10934,got 1st dose pfizerbiontech,0.0,Neutral
10935,resistance getting vaccinated actually declined last month covid19 biontech pfizer,0.0,Neutral
10936,israel approved coronavirus vaccination child aged 5 11 covidvaccine pfizerbiontech,-0.1,Negative
10937,got vaccine 2nddose pfizerbiontech fullyvaccinated,0.0,Neutral
10938,trust science antivaxxers vaccinemyocarditi,0.0,Neutral
10939,2nd dose done yeeey im fully vaccinated pfizerbiontech covidvaccine,0.0,Neutral
10940,completed social responsibility atop existing responsibility get vaccine covid19,0.03333333333333333,Positive
10941,vaccination child 12 begin next year covid19vaccine pfizerbiontech myedgeprop,0.0,Neutral
10942,not case 2 dos moderna mrna1273 70yo mom aunt though wh,0.0,Neutral
10943,received pfizerbiontech covidvacccine booster today roc pharmacy walkin appointment quick amp painless,0.3333333333333333,Positive
10944,calix ancheta covid19 vaccine pfizerbiontech age 511 pfizer pfizer1stdose pfizerbiontech pfizervaccine,0.0,Neutral
10945,pfizerbiontech booster today thankful,0.0,Neutral
10946,gatesfoundation declared pfizerbiontech moderna dont vaccine block transmission recently no,0.0,Neutral
10947,blog 2021 im going walk part 6 covidvaccine pfizerbiontech,0.0,Neutral
10948,taiwan halt 2nddose biontech vaccination age 1217 amid concern myocarditis pfizerbiontech,0.0,Neutral
10949,revelation poor practice contract research company helping carry pfizers pivotal covid19 vaccine,0.04999999999999999,Positive
10950,12 expect youre expecting child 511 year old eligible pfizerbiontech,0.1,Positive
10951,number covid19 case today 14 november 2021 remember observe safety protective measure,0.0,Neutral
10952,canada review pfizerbiontechs covid19 vaccine child age 5 11 completed,0.0,Neutral
10953,number covid19 case today 13 november 2021 remember observe safety protective measure,0.0,Neutral
10954,healthcanada approved booster pfizerbiontechs covid19 vaccine booster intended help peop,0.0,Neutral
10955,decision pfizers covid19 vaccine younger kid coming within two week health canada pfizerbiontech se,0.0,Neutral
10956,1st shot done good job reyes brave covidvacccine 1stdosedone pfizerbiontech quezon city,0.75,Positive
10957,first dose cutie patootie pfizerbiontech science twdfamily,0.25,Positive
10958,imagine itching like meth head crackhead fiendndas chickenpox still waiting cure cancer,0.0,Neutral
10959,pfizerbiontech vaccination pfizer covid_19 ivermectine une objection,0.0,Neutral
10960,pfizerbiontech covidvaccines effect msm hiding not reporting autoantibody release child afte,0.0,Neutral
10961,nothing see health heartattack myocarditis pericarditis pfizer pfizerbiontech moderna,0.0,Neutral
10962,moderna pfizerbiontech full report,0.35,Positive
10963,expansion valid moderna pfizerbiontech covid19 vaccine help get individual 18,0.0,Neutral
10964,study describes safety side effect profile pfizerbiontech covid19 vaccination healthcareworkers,0.0,Neutral
10965,number covid19 case today 23 november 2021 remember observe safety protective measure,0.0,Neutral
10966,fully vaccinated na yayyyy pfizerbiontech gamu municipal hall,0.0,Neutral
10967,number covid19 case 22 november 2021 remember observe safety protective measure,0.0,Neutral
10968,israel began rolling pfizerbiontech covid19vaccinations 511 yearolds past two week reprodu,-0.25,Negative
10969,health canada approves first covid19 vaccine child canada covid19vaccine pfizerbiontech,0.25,Positive
10970,6 month 2nd dose pfizerbiontech im still antibody no need booster,0.0,Neutral
10971,number covid19 case today 22 november 2021 remember observe safety protective measure,0.0,Neutral
10972,vaccinated covid19 pfizerbooster covid19vaccination vaccination covid,0.0,Neutral
10973,covid19 canada received first dos pfizerbiontech covid 19 vaccine 511 aged childrens,0.075,Positive
10974,number covid19 case 21 november 2021 remember observe safety protective measure,0.0,Neutral
10975,make mine triple covidvacccine booster covid19 pfizer covidbooster pfizerbiontech,0.0,Neutral
10976,right getting 3rd jab boostershot pfizerbiontech singapore samsunggalaxys21ultra5g,0.14285714285714285,Positive
10977,number covid19 case today 21 november 2021 remember observe safety protective measure,0.0,Neutral
10978,60 u population reduced protection covid19 data walenky walensky pfizerbiontech,0.0,Neutral
10979,cdc endorses covid vaccine booster shot adult drugstore vaccineboostershots pfizerbiontech,0.1,Positive
10980,newsrail pfizer vaccine child 511 age group approved canada read full story,0.35,Positive
10981,u regulator approved covid19 booster shot pfizerbiontech moderna vaccine everyone,0.0,Neutral
10982,number covid19 case today 20 november 2021 remember observe safety protective measure,0.0,Neutral
10983,fda asked federal judge nov 15 give year 2076 fully release document poss,0.0,Neutral
10984,pfizerbiontech pfizer pfizerleak covid_19 vaccine data usa fda full realease safetyefficacy data ye,0.35,Positive
10985,pfizerbiontech vaccine modern like iphone pro antivax crowd suspicious not rota,0.2,Positive
10986,nstworld iraq said received 12 million dos pfizerbiontechs covid19 vaccine covax,0.0,Neutral
10987,covid19 vaccinesideeffects vaccine pfizerbiontech moderna 10000 australian applied com,0.0,Neutral
10988,tommy got vaxxed vaxxed pfizerbiontech,0.0,Neutral
10989,pfizer pfizerbiontech pfizerleak pfizerexposed knew crimeagainsthumanity,0.0,Neutral
10990,canada authorizes use pfizerbiontech covid19 vaccine child healthcanada pfizer agegroup,0.0,Neutral
10991,health canada authorized first covid19 vaccine child age five eleven pfizerbiontechs two,0.25,Positive
10992,breaking news canadian friend authorized use pfizerbiontech covid19 vacci,0.0,Neutral
10993,nstworld canada became latest country authorise pfizerbiontech covid19 vaccine child aged,0.2,Positive
10994,coronavirus covid19 update fda expands eligibility covid19 vaccine booster individual 18 year ag,0.0,Neutral
10995,covid19 booster pfizerbiontech moderna cleared u adult,0.1,Positive
10996,authorizes pfizerbiontech moderna coronavirusvaccine booster adult,0.1,Positive
10997,protect self protect loved one protect others ive accomplished social obligation responsi,0.31111111111111106,Positive
10998,no one want vax know donotcomply holdtheline verzetjenu uniteworldwide,0.0,Neutral
10999,sarscov2 covid_19 covid19france pfizerbiontech drama health protein increase md pfizergate,0.0,Neutral
11000,attorney aaron siri gave testimony washington dc earlier month senator ron johnson roundtable discus,0.0,Neutral
11001,austria germany united kingdom brought vaccine astrazeneca,0.0,Neutral
11002,number covid19 case today 18 november 2021 remember observe safety protective measure,0.0,Neutral
